"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Extractor 1 1","Extractor 1 2","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://ansira.com/the-channel-effect/","text/html; charset=UTF-8","200","","Indexable","","The Channel Effect — Ansira","27","253","Learn all about The Channel Effect 2025 in Nashville. Access expert sessions, testimonials, and details about next year's event.","128","777","","0","EVENT RECAP","11","","0","Search","6","The Channel Effect 2025","23","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/the-channel-effect/","","","","","","159598","25119","2054670","787.105","E","487","86","5.663","64.546","Normal","2.894","1","1","","28","28","0","96.550","90","65","0","4","4","0","","","","","6614110fcb2ec4eb0427431cdfb5f194","1.521","","","","","en-US","2.0","","","","","","","","https://ansira.com/the-channel-effect/","2026-02-20 10:06:22"
"https://ansira.com/services/martech-strategy-and-solutions/","text/html; charset=UTF-8","200","","Indexable","","Martech Strategy and Solutions — Ansira","39","363","Get the most from your tech stack and elevate the customer experience with a martech strategy crafted by the experts.","117","732","","0","Martech strategy & solutions","28","","0","Search","6","Get end-to-end martech support","30","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/services/martech-strategy-and-solutions/","","","","","","132051","20564","2058313","788.501","E","328","54","6.074","53.394","Fairly Hard","2.797","1","2","","28","28","0","96.550","81","54","0","4","4","0","","","","","e1043362f6b64b284247d1ac696725e","1.334","","","","","en-US","2.0","","","","","","","","https://ansira.com/services/martech-strategy-and-solutions/","2026-02-20 10:06:22"
"https://ansira.com/telecommunications/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","29","28","0","96.550","0","0","0","0","0","0","","","","","","0.879","","https://ansira.com/industries/telecommunications/","HTTP Redirect","","","","","","","","","","","https://ansira.com/telecommunications/","2026-02-20 10:06:30"
"https://ansira.com/media-planning-and-buying/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","29","28","0","96.550","0","0","0","0","0","0","","","","","","0.814","","https://ansira.com/services/media-planning-and-buying/","HTTP Redirect","","","","","","","","","","","https://ansira.com/media-planning-and-buying/","2026-02-20 10:06:31"
"https://ansira.com/resources/ansira-highlights-archive/","text/html; charset=UTF-8","200","","Indexable","","Ansira Highlights – Archive — Ansira","36","325","","0","0","","0","Stay Ahead with Brand-to-Local Insights","39","","0","Search","6","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/resources/ansira-highlights-archive/","","","","","","128759","20529","2005389","768.226","E","231","40","5.775","69.862","Normal","2.382","1","2","","28","28","0","96.550","79","54","0","5","5","0","","","","","1dbfbc365dcca6dd5746b2680b75669","1.396","","","","","en-US","2.0","
    
                


    
  
		Stay Ahead with Brand-to-Local Insights
Get the quarterly newsletter that brings you the latest in distributed marketing. See what’s working, what’s next, and how to scale your partner marketing strategy.
  	
  	
  


            
","
    
        
            
            
            
                Filter:
                
                    Date — Newest first
                    Date — Oldest first
                    Title — A→Z
                    Title — Z→A
                
            

            
            
            

                                
                    
                
                
                                
                    Q3 Edition

                                        
                        
                            September 8, 2025                        
                    
                    
                    
                        
                            
                                
                                    Read More
                                
                            
                        
                    
                
                
                    
    

    

    
","","","","","","https://ansira.com/resources/ansira-highlights-archive/","2026-02-20 10:06:25"
"https://ansira.com/ansira-incent/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","57","28","0","96.550","0","0","0","0","0","0","","","","","","0.869","","https://ansira.com/platform/ansira-incent/","HTTP Redirect","","","","","","","","","","","https://ansira.com/ansira-incent/","2026-02-20 10:06:33"
"https://ansira.com/industries/quick-serve-restaurant-industry/","text/html; charset=UTF-8","200","","Indexable","","Quick-Serve Restaurant Marketing — Ansira","41","388","Elevate your local restaurant marketing strategy with a marketing partner who understands the quick-serve restaurant industry.","126","789","","0","Quick-serve restaurants","23","","0","Search","6","Elevate your local restaurant marketing","39","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/industries/quick-serve-restaurant-industry/","","","","","","140693","22161","2053892","786.807","E","509","84","6.060","57.081","Fairly Hard","3.315","1","2","","29","28","0","96.550","85","56","0","4","4","0","","","","","3ca255f6011e10c92a71e4ffd5353f67","1.412","","","","","en-US","2.0","","","","","","","","https://ansira.com/industries/quick-serve-restaurant-industry/","2026-02-20 10:06:28"
"https://ansira.com/ansira-create","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","0","","1","1","0","3.450","0","0","0","0","0","0","","","","","","0.829","","https://ansira.com/platform/ansira-create/","HTTP Redirect","","","","","","","","","","","https://ansira.com/ansira-create","2026-02-20 10:06:37"
"https://ansira.com/demo","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","0","","40","29","0","100.000","0","0","0","0","0","0","","","","","","0.652","","https://ansira.com/demo/","HTTP Redirect","","","","","","","","","","","https://ansira.com/demo","2026-02-20 10:06:38"
"https://ansira.com/changelog/","text/html; charset=UTF-8","200","","Indexable","","Changelog — Ansira","18","178","","0","0","","0","Changelog","9","","0","Search","6","What’s new at Ansira?","21","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/changelog/","","","","","","184142","26853","1876016","718.666","E","1686","326","5.172","51.805","Fairly Hard","6.770","1","1","","28","28","0","96.550","118","93","0","4","4","0","","","","","6eb26ea61c4de231135f84d4bb50dafc","1.559","","","","","en-US","2.0","






Order quantity limits are now enforced consistently across the entire order process—from cart to approval—so allocations can’t be exceeded through timing or order splits. This feature ensures fair distribution, accurate availability, and a smoother experience for every user within an active rule period.










","






You can now download multiple static assets at once directly from your Asset Folder—no more saving files one by one. Select what you need (or everything), and receive a single, organized ZIP file ready to use or share.






","","","","","","https://ansira.com/changelog/","2026-02-20 10:06:30"
"https://ansira.com/resources/","text/html; charset=UTF-8","200","","Non-Indexable","Canonicalised","Resources — Ansira","18","176","Take your marketing strategy to the next level by diving into our library of resources ranging from blog to case studies to reports.","132","790","","0","Insights to fuel your growth","28","","0","Search","6","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.ansira.com/resources/","","","","","","146497","23153","2021853","774.533","E","352","73","4.822","61.341","Normal","2.838","1","1","","56","28","0","96.550","92","65","0","4","4","0","","","","","ab181674d524343b818a85e25e0f0af","1.601","","","","","en-US","2.0","","","","","","","","https://ansira.com/resources/","2026-02-20 10:06:30"
"https://ansira.com/state-of-local-marketing/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","28","28","0","96.550","0","0","0","0","0","0","","","","","","0.703","","https://ansira.com/resources/state-of-local-marketing/","HTTP Redirect","","","","","","","","","","","https://ansira.com/state-of-local-marketing/","2026-02-20 10:06:38"
"https://ansira.com/awards/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","56","28","0","96.550","0","0","0","0","0","0","","","","","","0.666","","https://ansira.com/about/awards/","HTTP Redirect","","","","","","","","","","","https://ansira.com/awards/","2026-02-20 10:06:39"
"https://ansira.com/newsletter-subscribe/","text/html; charset=UTF-8","200","","Indexable","","Subscribe to The Brand-to-Local Lens — Ansira","45","416","Get the latest updates about all things Ansira when you subscribe to our quarterly newsletter, The Brand-to-Local Lens.","119","734","","0","Subscribe to The Brand-to-Local Lens","36","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/newsletter-subscribe/","","","","","","84424","14254","1406563","538.828","D","235","34","6.912","67.700","Normal","1.808","1","1","","29","28","0","96.550","14","10","0","1","1","0","","","","","2c2ed747ac48bf17ac056f41ae12578","0.960","","","","","en-US","2.0","","","","","","","","https://ansira.com/newsletter-subscribe/","2026-02-20 10:06:33"
"https://ansira.com/industries/hotels-travel-hospitality/","text/html; charset=UTF-8","200","","Indexable","","Hotels/Travel/Hospitality Industry — Ansira","43","384","Streamline operations and boost marketing impact with a distributed growth platform built for the travel, hotels, and hospitality industry.","139","842","","0","Hotels/Travel/Hospitality","25","","0","Search","6","Win travel loyalty the easy way","31","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/industries/hotels-travel-hospitality/","","","","","","142843","22817","2302357","881.989","F","615","102","6.029","49.398","Hard","3.871","1","2","","29","28","0","96.550","84","57","0","4","4","0","","","","","d90e11e44328ed29fd0f4918d552e1c2","1.555","","","","","en-US","2.0","","","","","","","","https://ansira.com/industries/hotels-travel-hospitality/","2026-02-20 10:06:34"
"https://ansira.com/platform/distributed-marketing-platform/","text/html; charset=UTF-8","200","","Indexable","","Ansira's Distributed Marketing Platform — Ansira","48","435","See how four powerful modules fuel the Ansira platform, working together to help brands achieve distributed marketing success.","126","791","","0","Ansira platform","15","","0","Search","6","Four powerful modules, one streamlined platform","47","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/platform/distributed-marketing-platform/","","","","","","148574","23580","1759213","673.921","E","801","133","6.023","50.639","Fairly Hard","4.471","1","2","","28","28","0","96.550","90","59","0","4","4","0","","","","","9c9caf0409616b6e14ea8cf1bfeae215","1.436","","","","","en-US","2.0","","","","","","","","https://ansira.com/platform/distributed-marketing-platform/","2026-02-20 10:06:39"
"https://ansira.com/resources/videos/","text/html; charset=UTF-8","200","","Indexable","","Videos — Ansira","15","144","Get the latest marketing insights through informative and engaging video resources made for brands like yours.","110","687","","0","Now playing","11","","0","Search","6","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/resources/videos/","","","","","","142651","22166","2019775","773.737","E","339","72","4.708","57.063","Fairly Hard","2.776","1","2","","28","28","0","96.550","91","65","0","4","4","0","","","","","970b4b3a7ddfa59e8202f21f5709db98","1.494","","","","","en-US","2.0","","","","","","","","https://ansira.com/resources/videos/","2026-02-20 10:06:40"
"https://ansira.com/industry-reports/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","28","28","0","96.550","0","0","0","0","0","0","","","","","","0.783","","https://ansira.com/resources/industry-reports/","HTTP Redirect","","","","","","","","","","","https://ansira.com/industry-reports/","2026-02-20 10:06:48"
"https://ansira.com/resources/guides-and-tools/","text/html; charset=UTF-8","200","","Non-Indexable","Canonicalised","Tools and Guides — Ansira","25","237","Get a library of marketing resources designed to help you guide your strategy toward success. Find them all here.","113","695","","0","Resources to guide your strategy","32","","0","Search","6","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.ansira.com/resources/guides-and-tools/","","","","","","134145","21404","2018517","773.256","E","218","38","5.737","67.515","Normal","2.214","1","2","","28","28","0","96.550","81","56","0","4","4","0","","","","","d77d29dfa8fd51eebe9224a13e1a4d05","1.478","","","","","en-US","2.0","","","","","","","","https://ansira.com/resources/guides-and-tools/","2026-02-20 10:06:41"
"https://ansira.com/ansira-attract/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","57","28","0","96.550","0","0","0","0","0","0","","","","","","0.798","","https://ansira.com/platform/ansira-attract/","HTTP Redirect","","","","","","","","","","","https://ansira.com/ansira-attract/","2026-02-20 10:06:49"
"https://ansira.com/awards","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","0","","2","1","0","3.450","0","0","0","0","0","0","","","","","","0.795","","https://ansira.com/about/awards/","HTTP Redirect","","","","","","","","","","","https://ansira.com/awards","2026-02-20 10:06:50"
"https://ansira.com/about/culture/","text/html; charset=UTF-8","200","","Indexable","","Culture — Ansira","16","148","At Ansira, we strive to create a positive workplace environment that empowers employees. Learn about the Ansira culture.","120","751","","0","Culture","7","","0","Search","6","Life at Ansira","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/about/culture/","","","","","","137343","22235","2209941","846.586","F","616","98","6.286","57.349","Fairly Hard","3.915","1","2","","28","28","0","96.550","79","54","0","5","5","0","","","","","c85981c845c4da3c28755ccd145ca3a7","1.340","","","","","en-US","2.0","","","","","","","","https://ansira.com/about/culture/","2026-02-20 10:06:44"
"https://ansira.com/do-not-sell-or-share-my-personal-information/","text/html; charset=UTF-8","200","","Indexable","","Do Not Sell or Share My Personal Information — Ansira","53","486","","0","0","","0","Do Not Sell or Share My Personal Information","44","","0","Search","6","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/do-not-sell-or-share-my-personal-information/","","","","","","125343","20258","2161196","827.913","E","526","71","7.408","58.423","Fairly Hard","3.752","1","1","","31","29","0","100.000","84","56","0","4","4","0","","","","","8ba53a9090f39550180d0b629579be4a","1.483","","","","","en-US","2.0","","","","","","","","https://ansira.com/do-not-sell-or-share-my-personal-information/","2026-02-20 10:06:49"
"https://ansira.com/events/","text/html; charset=UTF-8","200","","Indexable","","Ansira Events — Ansira","22","205","Meet up with our marketing experts at upcoming Ansira events to connect. Here's where you can find us and when.","111","707","","0","Events & webinars","17","","0","Search","6","What we’re up to and where to find us","37","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/events/","","","","","","152812","23773","2022346","774.722","E","387","77","5.026","66.855","Normal","2.588","1","1","","28","28","0","96.550","90","64","0","4","4","0","","","","","9649a6f581a53f05951269d0340eb828","1.548","","","","","en-US","2.0","","","","","","","","https://ansira.com/events/","2026-02-20 10:06:51"
"https://ansira.com/ansira-connect/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","57","28","0","96.550","0","0","0","0","0","0","","","","","","20.763","","https://ansira.com/platform/ansira-connect/","HTTP Redirect","","","","","","","","","","","https://ansira.com/ansira-connect/","2026-02-20 10:06:39"
"https://ansira.com/retail/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","29","28","0","96.550","0","0","0","0","0","0","","","","","","0.686","","https://ansira.com/industries/retail/","HTTP Redirect","","","","","","","","","","","https://ansira.com/retail/","2026-02-20 10:06:59"
"https://ansira.com/services/creative-services/","text/html; charset=UTF-8","200","","Indexable","","Creative Services — Ansira","26","239","Get custom creative services from the experts to bring your visions to life while ensuring brand and legal compliance.","118","716","","0","Creative services","17","","0","Search","6","Get custom creative that reflects your unique vision","52","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/services/creative-services/","","","","","","134692","21084","2057010","788.001","E","382","64","5.969","58.596","Fairly Hard","2.932","1","2","","28","28","0","96.550","81","54","0","4","4","0","","","","","1a7bbee8b6655a967323190aaef57ce2","1.339","","","","","en-US","2.0","","","","","","","","https://ansira.com/services/creative-services/","2026-02-20 10:06:52"
"https://ansira.com/franchise/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","29","28","0","96.550","0","0","0","0","0","0","","","","","","0.831","","https://ansira.com/industries/franchise/","HTTP Redirect","","","","","","","","","","","https://ansira.com/franchise/","2026-02-20 10:07:00"
"https://ansira.com/careers/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","56","28","0","96.550","0","0","0","0","0","0","","","","","","0.651","","https://ansira.com/about/careers/","HTTP Redirect","","","","","","","","","","","https://ansira.com/careers/","2026-02-20 10:07:01"
"https://ansira.com/ansira-incent","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","0","","1","1","0","3.450","0","0","0","0","0","0","","","","","","0.790","","https://ansira.com/platform/ansira-incent/","HTTP Redirect","","","","","","","","","","","https://ansira.com/ansira-incent","2026-02-20 10:07:02"
"https://ansira.com/g2-marketing-leader/","text/html; charset=UTF-8","200","","Indexable","","G2 Marketing Leader — Ansira","28","270","With a 4.9-star G2 rating and 300+ badges, Ansira is the marketing technology company you can trust. Learn why we're the marketing leaders.","139","877","","0","The partner marketing leader you can rely on","44","","0","Search","6","The undisputed market leader","28","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/g2-marketing-leader/","","","","","","144341","22163","2052694","786.348","E","490","74","6.622","61.819","Normal","3.061","1","1","","29","28","0","96.550","81","54","0","7","6","0","","","","","44b972bcdf89dccb670c2462ade1e5bb","1.631","","","","","en-US","2.0","","","","","","","","https://ansira.com/g2-marketing-leader/","2026-02-20 10:06:58"
"https://ansira.com/about-us/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","1","","56","28","0","96.550","0","0","0","0","0","0","","","","","","0.928","","https://ansira.com/about/about-us/","HTTP Redirect","","","","","","","","","","","https://ansira.com/about-us/","2026-02-20 10:07:06"
"https://ansira.com/g2-marketing-leader","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","A+","0","","","","","0.000","1","0","","1","1","0","3.450","0","0","0","0","0","0","","","","","","0.805","","https://ansira.com/g2-marketing-leader/","HTTP Redirect","","","","","","","","","","","https://ansira.com/g2-marketing-leader","2026-02-20 10:07:08"
"https://ansira.com/ansira-webinars/","text/html; charset=UTF-8","200","","Indexable","","Connected Analytics for Modern Ecosystems — Ansira","50","480","Optimize your connected analytics by learning how to unify data measurement across client-owned customer touchpoints. Join the webinar.","135","866","","0","UPCOMING WEBINAR","16","Connected Analytics for Modern Ecosystems","41","Search","6","MEET THE SPEAKERS","17","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ansira.com/ansira-webinars/","","","","","","129151","21860","2164160","829.049","E","561","83","6.759","57.014","Fairly Hard","3.896","1","1","","1","1","0","3.450","79","54","0","4","4","0","","","","","4c9ed038e80cfedc4f6f08f7857de0b2","1.420","","","","","en-US","2.0","","","","","","","","https://ansira.com/ansira-webinars/","2026-02-20 10:07:00"
